Participant,Mode,Code,Gender,Age,Orientation,Image_Rate,Trial_Type,Confidence,Accuracy,Milliseconds
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,2 images,same,7,1,1530
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,2 images,same,6,0,1739
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,different,3,1,2432
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,different,5,1,1058
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,different,6,1,889
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,different,5,1,1647
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,different,5,1,1057
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,different,6,1,1362
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,same,6,0,1477
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,same,11,1,1757
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,same,11,1,1134
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,same,7,1,1934
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,same,6,0,1365
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,4 images,same,9,1,1116
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,different,6,1,1569
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,different,12,0,2445
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,different,7,0,1618
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,different,6,1,1880
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,different,12,0,1797
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,different,11,0,1550
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,same,12,1,1598
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,same,12,1,1486
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,same,12,1,983
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,same,12,1,1263
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,same,1,0,2062
22_RSVPExp01_2019June_RASearston_93641059401.txt,participant,L0011J,Male,24,upright,8 images,same,1,0,1810
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,different,4,1,1783
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,different,8,0,1946
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,different,8,0,1969
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,different,9,0,2452
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,different,8,0,1826
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,different,1,1,2406
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,same,1,0,2045
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,same,8,1,4466
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,same,8,1,2901
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,same,3,0,3518
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,same,1,0,2493
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,1 image,same,1,0,1629
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,different,8,0,4229
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,different,9,0,1528
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,different,6,1,2997
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,different,4,1,2177
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,different,6,1,1557
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,different,5,1,3065
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,same,9,1,2819
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,same,6,0,3320
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,same,7,1,2264
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,same,8,1,1931
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,same,11,1,2593
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,2 images,same,11,1,1390
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,different,6,1,2983
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,different,12,0,1685
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,different,12,0,1938
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,different,3,1,2887
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,different,3,1,2410
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,different,9,0,3035
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,same,12,1,1706
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,same,12,1,1131
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,same,9,1,3070
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,same,12,1,1558
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,same,1,0,1541
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,4 images,same,9,1,4083
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,different,8,0,3858
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,different,6,1,1827
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,different,6,1,3144
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,different,7,0,1496
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,different,7,0,3419
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,different,6,1,2344
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,same,11,1,2739
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,same,6,0,3189
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,same,8,1,2431
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,same,7,1,2595
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,same,6,0,1375
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,inverted,8 images,same,7,1,2745
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,different,1,1,1369
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,different,1,1,1295
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,different,1,1,1811
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,different,1,1,1325
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,different,1,1,1804
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,different,1,1,1619
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,same,1,0,2455
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,same,1,0,1440
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,same,1,0,1311
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,same,12,1,1877
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,same,1,0,1976
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,1 image,same,1,0,2766
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,different,1,1,1450
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,different,1,1,2192
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,different,12,0,1683
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,different,11,0,2434
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,different,1,1,2407
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,different,1,1,1332
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,same,12,1,1540
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,same,1,0,2288
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,same,12,1,1522
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,same,12,1,1527
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,same,12,1,987
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,2 images,same,12,1,2156
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,different,1,1,3537
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,different,1,1,3634
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,different,1,1,5078
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,different,1,1,2065
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,different,1,1,2244
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,different,1,1,2023
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,same,12,1,2048
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,same,12,1,2130
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,same,12,1,1628
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,same,12,1,1711
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,same,12,1,1462
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,4 images,same,12,1,1595
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,different,1,1,1709
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,different,1,1,1534
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,different,1,1,1947
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,different,12,0,1730
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,different,1,1,2330
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,different,1,1,1260
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,same,12,1,1659
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,same,12,1,1434
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,same,12,1,1403
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,same,1,0,1510
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,same,12,1,2398
24_RSVPExp01_2019June_RASearston_93641059527.txt,participant,M0003A,Male,40,upright,8 images,same,12,1,1432
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,different,1,1,6134
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,different,1,1,4561
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,different,12,0,5023
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,different,12,0,2189
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,different,12,0,1301
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,different,12,0,4775
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,same,1,0,2644
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,same,1,0,5685
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,same,12,1,5793
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,same,12,1,1836
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,same,12,1,5050
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,1 image,same,12,1,6855
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,different,12,0,4121
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,different,12,0,5718
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,different,1,1,4635
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,different,12,0,3329
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,different,12,0,7691
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,different,1,1,14498
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,same,12,1,7070
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,same,3,0,5853
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,same,12,1,6017
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,same,1,0,3822
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,same,12,1,3355
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,2 images,same,1,0,2684
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,different,1,1,5220
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,different,12,0,6079
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,different,12,0,3062
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,different,12,0,1819
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,different,12,0,9819
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,different,1,1,2870
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,same,1,0,5789
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,same,12,1,2080
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,same,1,0,4783
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,same,12,1,2984
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,same,12,1,34167
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,4 images,same,12,1,2499
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,different,1,1,2436
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,different,12,0,4749
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,different,1,1,10151
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,different,12,0,6557
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,different,1,1,2633
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,different,1,1,3420
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,same,1,0,4195
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,same,12,1,7345
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,same,12,1,6806
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,same,12,1,2175
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,same,12,1,1792
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,inverted,8 images,same,1,0,2689
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,different,1,1,2581
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,different,1,1,2255
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,different,1,1,3513
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,different,12,0,1886
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,different,1,1,2636
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,different,1,1,1532
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,same,12,1,2640
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,same,1,0,3110
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,same,12,1,3559
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,same,1,0,2843
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,same,12,1,2790
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,1 image,same,12,1,1686
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,different,1,1,2805
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,different,1,1,2823
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,different,1,1,2888
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,different,1,1,4864
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,different,1,1,2715
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,different,1,1,2893
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,same,12,1,3072
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,same,12,1,2592
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,same,12,1,2409
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,same,12,1,2875
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,same,12,1,2026
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,2 images,same,12,1,1242
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,different,12,0,2388
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,different,12,0,3037
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,different,1,1,2899
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,different,12,0,1921
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,different,1,1,2209
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,different,1,1,2058
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,same,1,0,2280
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,same,12,1,3605
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,same,12,1,1722
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,same,12,1,2072
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,same,12,1,2375
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,4 images,same,12,1,1144
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,different,1,1,2268
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,different,1,1,1591
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,different,12,0,1990
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,different,12,0,1350
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,different,1,1,1634
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,different,1,1,2637
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,same,12,1,2473
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,same,12,1,1373
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,same,12,1,2001
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,same,1,0,3027
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,same,12,1,1920
28_RSVPExp01_2019June_RASearston_93641059782.txt,participant,M0003J,Male,21,upright,8 images,same,12,1,2453
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,different,1,1,1484
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,different,1,1,3064
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,different,1,1,1379
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,different,12,0,1492
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,different,1,1,1874
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,different,1,1,1468
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,same,12,1,1726
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,same,1,0,1629
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,same,12,1,1258
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,same,1,0,2000
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,same,6,0,6117
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,1 image,same,12,1,1685
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,different,12,0,1067
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,different,12,0,1387
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,different,12,0,1679
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,different,1,1,1029
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,different,1,1,1489
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,different,12,0,2926
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,same,12,1,1431
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,same,1,0,2342
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,same,1,0,1214
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,same,12,1,1761
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,same,1,0,1747
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,2 images,same,12,1,4080
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,4 images,different,1,1,3051
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,4 images,different,1,1,2124
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,4 images,different,12,0,1841
8_RSVPExp01_2019June_RASearston_93641058451.txt,participant,M0003X,Male,32,inverted,4 images,different,12,0,1997
